GenerationIndex, Maximum, Minimum, Average
0, 12885, 6839, 8629.37
1, 12884, 8487, 9758.38
2, 12879, 9436, 10430.75
3, 12879, 7634, 10930.57
4, 12883, 9042, 11511.31
5, 12887, 10837, 12380.29
6, 13005, 11245, 12708.29
7, 13057, 9361, 12752.56
8, 13034, 11405, 12795.92
9, 13065, 9665, 12729.37
10, 13055, 11059, 12816.07
11, 13133, 12347, 12895.55
